,order_id,order_date,ship_date,ship_mode,customer_id
3486,US-2013-134761,2013-12-01,2013-12-01,Same Day,DB-13210
3487,CA-2014-120705,2014-09-06,2014-09-12,Standard Class,MG-17875
3488,CA-2012-157322,2012-07-02,2012-07-06,Standard Class,RH-19600
3493,CA-2014-142034,2014-09-25,2014-09-29,Standard Class,KB-16240
3496,CA-2013-107328,2013-08-09,2013-08-16,Standard Class,CA-12055
3499,CA-2013-108616,2013-09-30,2013-10-04,Standard Class,JK-15730
3502,CA-2014-125115,2014-04-11,2014-04-11,Same Day,RD-19930
3504,CA-2013-150945,2013-12-19,2013-12-21,Second Class,JK-16120
3505,CA-2011-166863,2011-06-20,2011-06-24,Standard Class,SC-20020
3512,CA-2014-140326,2014-09-05,2014-09-07,First Class,HW-14935
3515,CA-2013-168536,2013-12-21,2013-12-25,Standard Class,SC-20800
3516,US-2013-113649,2013-08-10,2013-08-13,First Class,HA-14920
3519,CA-2012-124975,2012-06-22,2012-06-25,First Class,MG-17875
3520,CA-2012-168767,2012-04-10,2012-04-15,Standard Class,DM-12955
3521,CA-2013-114482,2013-11-22,2013-11-26,Second Class,DM-13345
3523,CA-2013-137673,2013-09-06,2013-09-11,Standard Class,ML-17395
3524,CA-2013-132731,2013-11-25,2013-11-29,Standard Class,GA-14515
3525,CA-2014-148922,2014-12-11,2014-12-16,Second Class,SU-20665
3528,CA-2013-130680,2013-06-25,2013-06-30,Standard Class,BD-11320
3529,CA-2012-141145,2012-09-17,2012-09-23,Standard Class,DB-13405
3530,US-2013-152835,2013-05-20,2013-05-24,Standard Class,RP-19855
3531,CA-2013-155565,2013-05-29,2013-05-29,Same Day,EH-13765
3532,CA-2011-110849,2011-04-18,2011-04-23,Standard Class,JL-15835
3536,CA-2013-145842,2013-06-18,2013-06-21,Second Class,FM-14380
3537,CA-2011-158771,2011-05-09,2011-05-09,Same Day,SB-20290
3541,CA-2013-157511,2013-09-19,2013-09-21,First Class,SV-20365
3544,CA-2014-121216,2014-12-24,2014-12-26,Second Class,MM-17920
3546,CA-2014-155292,2014-10-31,2014-11-02,First Class,RD-19810
3550,CA-2013-152555,2013-03-30,2013-04-03,Second Class,ME-17320
3553,CA-2014-107832,2014-11-24,2014-11-27,Second Class,FH-14275
3554,CA-2011-120838,2011-03-23,2011-03-26,Second Class,PO-18865
3556,CA-2014-118542,2014-12-02,2014-12-06,Standard Class,CC-12550
3558,CA-2014-152737,2014-11-08,2014-11-13,Standard Class,TS-21505
3560,CA-2014-109757,2014-09-05,2014-09-10,Second Class,MD-17350
3564,CA-2013-130029,2013-07-04,2013-07-07,First Class,GT-14755
3566,CA-2014-103877,2014-09-08,2014-09-15,Standard Class,RD-19660
3567,CA-2013-137176,2013-09-10,2013-09-15,Second Class,DB-12910
3568,CA-2014-168109,2014-07-04,2014-07-04,Same Day,JK-15640
3572,US-2014-126081,2014-06-30,2014-07-05,Standard Class,FC-14335
3573,CA-2014-117023,2014-08-08,2014-08-13,Standard Class,JW-15955
3575,CA-2012-143532,2012-03-19,2012-03-24,Standard Class,DC-12850
3576,CA-2013-103163,2013-06-08,2013-06-12,Standard Class,FM-14290
3578,CA-2013-104157,2013-07-26,2013-07-30,Standard Class,MT-17815
3581,CA-2014-117807,2014-10-02,2014-10-08,Standard Class,DK-13090
3582,CA-2012-121650,2012-12-10,2012-12-16,Standard Class,KD-16495
3586,CA-2014-161823,2014-09-04,2014-09-09,Standard Class,AG-10300
3587,CA-2014-121839,2014-09-25,2014-09-29,Standard Class,MH-18115
3588,CA-2014-158729,2014-12-20,2014-12-22,First Class,AC-10450
3589,CA-2014-146535,2014-11-25,2014-12-01,Standard Class,FM-14290
3591,CA-2011-154186,2011-12-13,2011-12-15,Second Class,RA-19285
3592,CA-2013-108434,2013-12-06,2013-12-08,Second Class,JG-15160
3593,CA-2013-164154,2013-09-12,2013-09-18,Standard Class,NZ-18565
3595,CA-2014-148012,2014-12-10,2014-12-16,Standard Class,KM-16225
3596,CA-2011-102869,2011-09-09,2011-09-14,Second Class,LC-17140
3600,CA-2014-138310,2014-06-27,2014-07-01,Standard Class,NP-18700
3601,CA-2011-159835,2011-11-17,2011-11-24,Standard Class,RB-19330
3603,CA-2014-112956,2014-08-22,2014-08-28,Standard Class,TH-21550
3606,CA-2013-119683,2013-03-13,2013-03-17,Second Class,CK-12595
3607,CA-2011-163559,2011-09-23,2011-09-28,Second Class,ST-20530
3608,CA-2011-140228,2011-04-28,2011-05-03,Standard Class,GB-14530
3611,US-2013-131674,2013-11-30,2013-12-02,Second Class,NC-18535
3612,CA-2012-110093,2012-12-03,2012-12-08,Standard Class,AB-10255
3614,CA-2014-112529,2014-11-20,2014-11-22,First Class,SC-20770
3616,CA-2013-154536,2013-09-06,2013-09-10,Standard Class,JC-15340
3617,CA-2014-141929,2014-09-05,2014-09-09,Standard Class,RA-19285
3620,CA-2013-109743,2013-09-23,2013-09-30,Standard Class,SH-19975
3622,CA-2011-159184,2011-09-14,2011-09-19,Standard Class,JC-15775
3624,CA-2014-113530,2014-05-20,2014-05-22,Second Class,BC-11125
3628,CA-2011-169726,2011-08-09,2011-08-13,Standard Class,JH-15985
3629,CA-2014-155957,2014-11-27,2014-12-01,Standard Class,CC-12610
3631,CA-2014-132178,2014-05-04,2014-05-09,Second Class,DB-12970
3633,CA-2013-145177,2013-11-11,2013-11-15,Standard Class,PP-18955
3642,CA-2011-156594,2011-12-20,2011-12-23,Second Class,MC-17845
3646,CA-2011-146528,2011-07-25,2011-07-27,Second Class,VF-21715
3648,CA-2012-168459,2012-11-22,2012-11-27,Standard Class,MC-17275
3650,CA-2014-109960,2014-12-10,2014-12-12,Second Class,DB-13210
3654,CA-2014-133004,2014-09-01,2014-09-06,Standard Class,AJ-10945
3655,CA-2014-168102,2014-04-25,2014-05-01,Standard Class,CP-12340
3656,CA-2014-158036,2014-09-09,2014-09-15,Standard Class,DB-13555
3657,CA-2012-128083,2012-03-12,2012-03-17,Standard Class,EB-13750
3660,CA-2013-161676,2013-07-19,2013-07-24,Standard Class,JP-15460
3661,CA-2013-155005,2013-06-14,2013-06-16,Second Class,SC-20050
3662,US-2014-129777,2014-07-04,2014-07-10,Standard Class,FM-14290
3664,CA-2011-129364,2011-12-08,2011-12-13,Standard Class,TB-21250
3672,CA-2013-104969,2013-04-09,2013-04-15,Standard Class,EH-14125
3674,CA-2014-154109,2014-11-07,2014-11-12,Standard Class,ML-17410
3676,CA-2012-156440,2012-12-05,2012-12-09,Standard Class,MH-17620
3677,CA-2012-132626,2012-07-09,2012-07-14,Standard Class,BT-11680
3686,CA-2013-102792,2013-12-14,2013-12-20,Standard Class,JC-15340
3687,CA-2013-108567,2013-05-21,2013-05-25,Standard Class,DB-13210
3688,CA-2014-140760,2014-06-03,2014-06-06,Second Class,DO-13435
3690,US-2012-131359,2012-10-30,2012-11-02,Second Class,FA-14230
3694,CA-2013-142097,2013-10-16,2013-10-21,Standard Class,QJ-19255
3697,CA-2012-151680,2012-11-19,2012-11-21,Second Class,TC-21475
3698,CA-2011-140039,2011-09-13,2011-09-17,Standard Class,ON-18715
3699,CA-2014-160416,2014-11-14,2014-11-19,Second Class,AD-10180
3700,CA-2014-169411,2014-12-25,2014-12-30,Standard Class,AC-10615
3701,CA-2013-126543,2013-01-09,2013-01-13,Second Class,MF-17665
3702,CA-2012-104941,2012-06-13,2012-06-19,Standard Class,DH-13075
3706,CA-2014-160087,2014-03-19,2014-03-23,Standard Class,EN-13780
3707,CA-2011-120544,2011-11-23,2011-11-27,Standard Class,SS-20140
3710,CA-2014-113670,2014-10-16,2014-10-18,First Class,RS-19765
3712,CA-2014-166198,2014-04-22,2014-04-25,First Class,JW-15955
3714,CA-2011-135608,2011-12-08,2011-12-10,Second Class,JK-15625
3716,CA-2014-144568,2014-05-30,2014-06-03,Standard Class,JO-15550
3717,CA-2013-142370,2013-09-20,2013-09-24,Standard Class,TP-21130
3719,CA-2013-105900,2013-09-18,2013-09-24,Standard Class,BS-11590
3720,CA-2013-151155,2013-12-21,2013-12-25,Standard Class,AB-10255
3722,CA-2014-144036,2014-11-23,2014-11-27,Standard Class,FO-14305
3723,US-2011-169789,2011-12-30,2012-01-04,Standard Class,MF-17665
3724,CA-2014-127264,2014-04-04,2014-04-06,First Class,SA-20830
3725,CA-2013-151512,2013-12-27,2014-01-03,Standard Class,SH-19975
3726,CA-2013-165169,2013-06-06,2013-06-12,Standard Class,JL-15235
3729,CA-2012-109575,2012-09-18,2012-09-23,Standard Class,KH-16630
3734,CA-2014-168193,2014-03-07,2014-03-12,Second Class,RM-19750
3736,CA-2013-115476,2013-03-18,2013-03-18,Same Day,VM-21835
3738,CA-2013-133340,2013-12-10,2013-12-14,Standard Class,LH-17155
3741,CA-2013-137848,2013-01-15,2013-01-21,Standard Class,WB-21850
3744,CA-2011-113047,2011-10-24,2011-10-24,Same Day,AP-10915
3745,CA-2013-149979,2013-09-24,2013-09-29,Second Class,RA-19915
3747,CA-2014-161956,2014-08-28,2014-08-30,Second Class,DR-12880
3755,CA-2013-116799,2013-03-04,2013-03-07,First Class,JG-15310
3757,CA-2013-111283,2013-03-01,2013-03-05,Standard Class,LC-16870
3758,CA-2012-167745,2012-09-18,2012-09-23,Standard Class,GB-14530
3761,CA-2014-104577,2014-05-13,2014-05-18,Standard Class,CK-12205
3762,CA-2013-156251,2013-08-14,2013-08-19,Second Class,TS-21160
3764,CA-2014-125878,2014-02-26,2014-03-03,Standard Class,MH-18025
3765,CA-2013-163153,2013-03-22,2013-03-26,Standard Class,DM-12955
3767,CA-2012-103205,2012-12-08,2012-12-10,Second Class,JJ-15760
3768,CA-2011-153913,2011-12-16,2011-12-20,Second Class,KB-16585
3770,CA-2013-155530,2013-12-18,2013-12-22,Standard Class,CM-12160
3771,US-2013-101196,2013-05-13,2013-05-18,Standard Class,FM-14215
3772,CA-2011-115357,2011-08-06,2011-08-11,Second Class,RF-19735
3773,US-2011-102715,2011-04-11,2011-04-13,Second Class,JK-15370
3777,CA-2012-107937,2012-05-03,2012-05-08,Standard Class,JB-16045
3778,US-2014-148768,2014-12-01,2014-12-03,Second Class,PN-18775
3779,CA-2014-118521,2014-02-17,2014-02-21,Standard Class,LF-17185
3780,CA-2011-149643,2011-11-16,2011-11-20,Standard Class,RH-19510
3781,CA-2012-135314,2012-07-09,2012-07-14,Second Class,MC-17575
3782,CA-2014-165204,2014-11-14,2014-11-17,Second Class,MN-17935
3784,CA-2014-125752,2014-08-01,2014-08-05,Standard Class,EH-14125
3785,CA-2014-112487,2014-12-27,2014-12-31,Standard Class,TC-21535
3786,CA-2013-144218,2013-11-01,2013-11-05,Standard Class,JD-15895
3787,CA-2013-169971,2013-09-05,2013-09-10,Standard Class,IL-15100
3789,US-2013-133508,2013-04-18,2013-04-22,Standard Class,SW-20350
3790,CA-2011-107139,2011-07-05,2011-07-11,Standard Class,DP-13390
3791,CA-2012-111325,2012-02-27,2012-02-28,First Class,BT-11395
3793,CA-2012-163762,2012-11-27,2012-12-01,Standard Class,JE-15475
3794,US-2011-117163,2011-01-28,2011-02-03,Standard Class,EJ-13720
3797,CA-2014-121314,2014-09-24,2014-09-27,First Class,BE-11410
3798,CA-2014-147760,2014-11-05,2014-11-06,First Class,KL-16555
3800,CA-2013-156503,2013-10-15,2013-10-21,Standard Class,NC-18415
3806,CA-2012-113628,2012-11-12,2012-11-19,Standard Class,AH-10690
3812,CA-2014-147753,2014-03-06,2014-03-06,Same Day,PK-19075
3813,CA-2012-103961,2012-11-05,2012-11-09,Standard Class,NG-18430
3814,CA-2013-152471,2013-07-09,2013-07-09,Same Day,ZD-21925
3816,CA-2012-102582,2012-09-15,2012-09-19,Standard Class,NW-18400
3819,CA-2014-141873,2014-10-10,2014-10-15,Standard Class,HG-14845
3823,CA-2012-140984,2012-09-14,2012-09-18,Standard Class,CC-12685
3826,CA-2011-132801,2011-10-07,2011-10-12,Standard Class,JG-15805
3827,CA-2014-141733,2014-05-08,2014-05-12,Standard Class,RW-19540
3831,US-2012-111927,2012-11-14,2012-11-19,Standard Class,LS-17230
3833,CA-2011-105984,2011-11-24,2011-11-24,Same Day,MY-18295
3835,CA-2011-100363,2011-04-08,2011-04-15,Standard Class,JM-15655
3837,CA-2011-126760,2011-07-26,2011-08-02,Standard Class,KM-16720
3841,US-2011-109162,2011-06-08,2011-06-12,Standard Class,KE-16420
3842,CA-2011-101931,2011-10-28,2011-10-31,First Class,TS-21370
3847,CA-2014-129000,2014-11-26,2014-11-28,Second Class,SZ-20035
3848,CA-2014-161053,2014-09-23,2014-09-24,First Class,JE-15745
3850,CA-2012-142377,2012-12-04,2012-12-09,Standard Class,MS-17980
3851,CA-2012-127593,2012-09-21,2012-09-21,Same Day,DH-13675
3852,CA-2014-130526,2014-11-27,2014-11-30,First Class,GT-14755
3853,US-2014-131849,2014-06-07,2014-06-11,Standard Class,GH-14410
3855,US-2014-105389,2014-10-24,2014-10-29,Second Class,DM-13015
3858,CA-2011-140816,2011-12-20,2011-12-20,Same Day,TC-21295
3859,CA-2014-154039,2014-02-18,2014-02-23,Standard Class,JK-16120
3861,CA-2011-135755,2011-05-03,2011-05-10,Standard Class,NC-18415
3863,CA-2014-123246,2014-10-18,2014-10-20,Second Class,AJ-10960
3864,CA-2012-157133,2012-11-28,2012-12-03,Standard Class,LC-16885
3865,CA-2011-124709,2011-07-27,2011-07-29,Second Class,GW-14605
3866,CA-2014-146360,2014-04-24,2014-04-26,Second Class,SC-20305
3867,CA-2012-132486,2012-10-23,2012-10-27,Second Class,JF-15355
3873,CA-2013-136231,2013-09-06,2013-09-08,Second Class,DM-13015
3877,CA-2013-140641,2013-10-29,2013-11-03,Standard Class,EP-13915
3878,CA-2011-151001,2011-04-05,2011-04-07,First Class,JG-15805
3880,CA-2012-129896,2012-06-15,2012-06-20,Standard Class,PF-19120
3884,CA-2011-152849,2011-07-05,2011-07-12,Standard Class,DW-13195
3885,US-2014-127341,2014-01-30,2014-02-03,Standard Class,CK-12595
3886,CA-2013-167759,2013-03-04,2013-03-09,Second Class,CC-12670
3887,CA-2011-100895,2011-06-02,2011-06-06,Standard Class,SV-20785
3890,US-2013-163881,2013-11-25,2013-12-01,Standard Class,SP-20860
3893,US-2013-144547,2013-11-11,2013-11-15,Standard Class,MS-17770
3894,US-2011-112200,2011-11-22,2011-11-28,Standard Class,TC-21475
3895,CA-2014-110212,2014-05-02,2014-05-06,Standard Class,SJ-20125
3896,CA-2014-134285,2014-12-08,2014-12-13,Standard Class,DS-13180
3898,CA-2014-102267,2014-12-01,2014-12-05,Standard Class,SC-20800
3899,CA-2014-157980,2014-12-08,2014-12-10,First Class,SH-20395
3900,CA-2012-121097,2012-01-03,2012-01-08,Standard Class,SF-20965
3901,CA-2012-151043,2012-11-14,2012-11-20,Standard Class,MG-17680
3902,US-2012-119312,2012-10-02,2012-10-07,Second Class,CS-12400
3903,CA-2012-167010,2012-04-05,2012-04-10,Standard Class,VT-21700
3911,CA-2014-126788,2014-06-06,2014-06-07,First Class,AB-10105
3912,CA-2014-148068,2014-09-19,2014-09-26,Standard Class,MM-18280
3914,US-2014-142573,2014-07-19,2014-07-24,Standard Class,ML-17410
3919,US-2012-148817,2012-12-01,2012-12-07,Standard Class,KD-16495
3921,CA-2013-110044,2013-06-29,2013-07-03,Second Class,RF-19735
3922,CA-2014-146920,2014-08-29,2014-09-02,Standard Class,SC-20305
3924,CA-2011-103940,2011-09-17,2011-09-21,Standard Class,BN-11515
3928,CA-2013-162082,2013-03-15,2013-03-18,First Class,JS-15880
3931,CA-2013-132094,2013-08-27,2013-09-03,Standard Class,VG-21805
3933,CA-2014-123001,2014-09-03,2014-09-09,Standard Class,AW-10840
3936,CA-2012-118955,2012-06-16,2012-06-20,Standard Class,LS-17230
3939,US-2013-143448,2013-12-11,2013-12-11,Same Day,MH-17455
3940,CA-2014-117863,2014-05-19,2014-05-24,Standard Class,TS-21340
3942,CA-2014-160458,2014-05-28,2014-05-30,Second Class,EH-13945
3943,US-2013-142685,2013-06-24,2013-07-01,Standard Class,MG-17695
3944,CA-2013-133144,2013-05-17,2013-05-22,Second Class,DO-13435
3945,CA-2014-167871,2014-11-19,2014-11-24,Standard Class,AF-10870
3947,CA-2013-119963,2013-11-19,2013-11-23,Standard Class,SN-20710
3951,CA-2011-121167,2011-11-28,2011-11-30,Second Class,MO-17500
3952,US-2013-151862,2013-03-02,2013-03-09,Standard Class,ON-18715
3953,CA-2014-152961,2014-01-16,2014-01-20,Standard Class,SC-20095
3954,CA-2011-133228,2011-04-04,2011-04-09,Standard Class,MS-17710
3956,CA-2013-114951,2013-06-27,2013-07-04,Standard Class,DN-13690
3957,CA-2013-156573,2013-05-30,2013-06-03,Standard Class,RB-19360
3960,CA-2012-113901,2012-10-19,2012-10-24,Standard Class,NH-18610
3962,CA-2014-134838,2014-02-20,2014-02-21,First Class,ED-13885
3964,CA-2013-120257,2013-09-23,2013-09-29,Standard Class,PW-19240
3965,CA-2011-164910,2011-11-12,2011-11-17,Second Class,DM-13345
3966,CA-2013-149902,2013-04-02,2013-04-07,Standard Class,DW-13540
3967,CA-2013-146010,2013-05-21,2013-05-24,First Class,EH-14125
3968,US-2012-163685,2012-06-01,2012-06-05,Standard Class,KE-16420
3970,CA-2011-135090,2011-11-22,2011-11-26,Standard Class,SP-20920
3971,CA-2012-132374,2012-02-22,2012-02-24,Second Class,PS-19045
3972,CA-2013-167556,2013-03-30,2013-04-03,Standard Class,JM-15250
3976,US-2013-116400,2013-10-23,2013-10-25,First Class,EB-13930
3977,CA-2014-101308,2014-10-03,2014-10-08,Standard Class,FG-14260
3979,CA-2011-114517,2011-12-23,2011-12-27,Standard Class,TH-21235
3981,CA-2014-119564,2014-12-16,2014-12-21,Standard Class,PL-18925
3982,CA-2013-135265,2013-07-08,2013-07-10,Second Class,CC-12370
3985,CA-2013-108735,2013-04-18,2013-04-22,Standard Class,JM-15535
3986,CA-2014-112333,2014-04-09,2014-04-15,Standard Class,KF-16285
3988,US-2013-159415,2013-04-18,2013-04-23,Standard Class,CS-12175
3989,CA-2011-122588,2011-11-25,2011-11-27,Second Class,AR-10540
3990,CA-2011-137589,2011-11-03,2011-11-08,Standard Class,MS-17770
3991,CA-2012-161998,2012-05-01,2012-05-05,Standard Class,DB-13120
3994,CA-2012-105627,2012-03-08,2012-03-12,Standard Class,DK-12895
3999,US-2012-149629,2012-07-17,2012-07-20,Second Class,MP-17965
4000,CA-2011-116834,2011-10-11,2011-10-16,Standard Class,Dp-13240
4002,CA-2013-145730,2013-03-04,2013-03-09,Standard Class,CC-12220
4005,US-2012-168732,2012-12-10,2012-12-16,Standard Class,KM-16660
4008,CA-2012-107468,2012-12-18,2012-12-22,Standard Class,MK-17905
4009,CA-2014-144463,2014-01-02,2014-01-06,Standard Class,SC-20725
4010,CA-2014-100811,2014-11-22,2014-11-25,First Class,CC-12475
4012,CA-2012-153612,2012-12-22,2012-12-27,Standard Class,BT-11305
4013,CA-2012-165624,2012-08-23,2012-08-28,Standard Class,FH-14350
4020,CA-2011-154963,2011-06-22,2011-06-27,Standard Class,AA-10645
4023,CA-2014-130764,2014-10-28,2014-10-29,First Class,JO-15145
4025,CA-2014-139311,2014-08-12,2014-08-14,First Class,SF-20965
4029,CA-2014-124296,2014-12-25,2014-12-29,Standard Class,CS-12355
4031,CA-2013-169957,2013-09-27,2013-10-01,Standard Class,SN-20710
4034,US-2013-108777,2013-12-13,2013-12-13,Same Day,JM-15655
4036,CA-2012-148859,2012-12-28,2013-01-01,Standard Class,FH-14350
4037,CA-2011-110786,2011-12-29,2012-01-02,Standard Class,AJ-10795
4044,CA-2012-137750,2012-06-25,2012-06-30,Standard Class,JF-15565
4045,CA-2012-136378,2012-04-02,2012-04-07,Standard Class,CS-11845
4046,CA-2014-100356,2014-10-22,2014-10-26,Standard Class,SP-20920
4047,US-2012-166520,2012-07-16,2012-07-19,First Class,KE-16420
4049,CA-2014-136350,2014-06-25,2014-06-27,Second Class,GA-14515
4051,CA-2011-122931,2011-09-29,2011-10-03,Standard Class,SM-20950
4057,CA-2011-163034,2011-11-24,2011-11-28,Standard Class,DK-12985
4058,CA-2012-124058,2012-11-20,2012-11-24,Standard Class,LC-16885
4060,CA-2013-129196,2013-11-02,2013-11-08,Standard Class,XP-21865
4061,US-2012-138716,2012-09-17,2012-09-20,First Class,CS-11845
4062,US-2013-122182,2013-03-11,2013-03-15,Standard Class,BD-11770
4063,US-2011-130358,2011-06-23,2011-06-26,First Class,DL-13330
4065,CA-2011-102673,2011-11-01,2011-11-05,Standard Class,KH-16630
4069,CA-2013-145303,2013-08-29,2013-09-01,First Class,TP-21415
4072,CA-2012-156104,2012-12-06,2012-12-08,Second Class,NP-18685
4073,US-2012-164308,2012-09-24,2012-09-27,First Class,SC-20680
4074,CA-2014-108112,2014-11-16,2014-11-21,Standard Class,DK-12895
4076,CA-2012-100685,2012-12-19,2012-12-21,Second Class,SM-20950
4079,CA-2012-165414,2012-12-21,2012-12-24,First Class,LS-17245
4080,CA-2013-140417,2013-09-26,2013-09-30,Standard Class,KE-16420
4082,US-2014-151316,2014-06-25,2014-07-01,Standard Class,MC-17635
4084,CA-2014-163692,2014-09-08,2014-09-10,First Class,Dp-13240
4085,CA-2013-111913,2013-08-05,2013-08-07,Second Class,LC-16930
4088,US-2011-156559,2011-08-19,2011-08-26,Standard Class,LH-16900
4089,CA-2013-161473,2013-04-02,2013-04-06,Standard Class,TB-21175
4092,CA-2014-166576,2014-05-17,2014-05-19,First Class,JM-15865
4093,CA-2012-102491,2012-08-24,2012-08-28,Standard Class,KW-16435
4096,CA-2011-116904,2011-09-23,2011-09-28,Standard Class,SC-20095
4100,US-2014-102288,2014-06-20,2014-06-24,Standard Class,ZC-21910
4103,CA-2014-137456,2014-12-22,2014-12-22,Same Day,RB-19465
4104,US-2014-155999,2014-08-08,2014-08-14,Standard Class,JK-15370
4106,US-2013-148334,2013-08-23,2013-08-27,Standard Class,DD-13570
4107,CA-2012-105599,2012-09-07,2012-09-07,Same Day,MC-17275
4109,CA-2012-153717,2012-12-25,2013-01-01,Standard Class,DL-13495
4113,CA-2012-116687,2012-05-02,2012-05-07,Standard Class,NC-18625
4115,CA-2013-163573,2013-11-25,2013-11-28,First Class,AC-10450
4116,CA-2012-153416,2012-11-24,2012-11-29,Standard Class,TS-21340
4120,CA-2014-117394,2014-09-05,2014-09-11,Standard Class,MM-17920
4121,CA-2014-133823,2014-05-12,2014-05-13,Same Day,LP-17080
4124,CA-2011-127523,2011-05-11,2011-05-18,Standard Class,BG-11695
4125,CA-2014-123239,2014-07-28,2014-08-01,Second Class,MG-18145
4126,CA-2014-156769,2014-05-07,2014-05-10,First Class,GZ-14470
4127,CA-2011-127299,2011-09-19,2011-09-24,Standard Class,JL-15835
4129,CA-2012-121272,2012-03-29,2012-04-04,Standard Class,DO-13435
4130,CA-2011-115336,2011-11-18,2011-11-25,Standard Class,AB-10600
4131,CA-2012-111703,2012-07-02,2012-07-09,Standard Class,KB-16315
4133,CA-2011-128839,2011-09-08,2011-09-13,Standard Class,TT-21070
4135,CA-2014-105914,2014-10-03,2014-10-09,Standard Class,PV-18985
4137,CA-2014-110926,2014-11-20,2014-11-24,Standard Class,DD-13570
4138,CA-2013-117226,2013-12-31,2014-01-02,First Class,KD-16495
4139,CA-2014-127313,2014-12-02,2014-12-05,First Class,RA-19285
4141,CA-2013-136287,2013-06-14,2013-06-18,Standard Class,SS-20590
4142,US-2011-107699,2011-05-19,2011-05-23,Standard Class,JH-15820
4143,CA-2014-112725,2014-01-31,2014-02-07,Standard Class,EH-14125
4146,CA-2012-136196,2012-11-28,2012-12-04,Standard Class,TP-21415
4147,CA-2014-106068,2014-10-24,2014-10-29,Standard Class,RB-19330
