,product_id,category,subcategory,product_name
3455,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
3479,OFF-PA-10003363,Office Supplies,Paper,Xerox 204
3493,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige
3494,TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp
3507,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black"
3512,FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry"
3524,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone
3527,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders
3532,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder
3545,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
3549,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
3555,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System
3563,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""
3564,OFF-PA-10000552,Office Supplies,Paper,Xerox 200
3569,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer
3574,OFF-AR-10004062,Office Supplies,Art,Staples
3578,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins
3582,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"
3597,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard
3621,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader
3635,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882
3640,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
3643,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
3644,OFF-AR-10004269,Office Supplies,Art,Newell 31
3645,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
3646,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966
3647,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears
3650,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack"
3656,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB
3659,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
3660,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors"
3667,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads
3669,OFF-LA-10004409,Office Supplies,Labels,Avery 492
3671,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote
3680,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
3682,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set
3691,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier
3693,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black"
3698,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File
3712,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack"
3717,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter
3731,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active
3756,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
3773,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long"
3776,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac
3785,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder
3795,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table
3796,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils
3800,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley
3809,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
3812,OFF-LA-10003537,Office Supplies,Labels,Avery 515
3821,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
3831,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock"
3836,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book
3840,TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting
3843,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers
3848,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System
3853,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black"
3858,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
3860,TEC-PH-10002789,Technology,Phones,LG Exalt
3861,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers
3863,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils
3864,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat"
3883,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size"
3895,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack"
3901,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse
3910,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
3911,TEC-PH-10001619,Technology,Phones,LG G3
3916,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes
3923,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright)
3931,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
3936,OFF-EN-10001028,Office Supplies,Envelopes,Staples
3952,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone
3959,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves
3964,OFF-AR-10003481,Office Supplies,Art,Newell 348
3969,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928
3976,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
3987,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
3988,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W"
3997,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener
4001,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
4003,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier
4007,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
4009,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
4017,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890
4024,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger
4053,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
4063,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set
4068,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray
4088,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray"
4098,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
4100,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
4110,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases
4120,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0
4128,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
4144,OFF-AR-10001227,Office Supplies,Art,Newell 338
4168,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
4184,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases
4189,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright)
4191,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990
4213,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
4214,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets"
4215,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes
4217,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
4221,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone
4225,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
4231,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975
4237,OFF-AR-10001972,Office Supplies,Art,Newell 323
4238,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
4240,OFF-AP-10001366,Office Supplies,Appliances,Staples
4263,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"
4277,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta"
4282,OFF-LA-10003720,Office Supplies,Labels,Avery 487
4312,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer
4318,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.
4329,OFF-PA-10000556,Office Supplies,Paper,Xerox 208
4333,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB
4335,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes
4347,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame
4360,OFF-PA-10000565,Office Supplies,Paper,Staples
4371,OFF-LA-10000414,Office Supplies,Labels,Avery 503
4374,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier
4383,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
4402,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters
4423,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases
4434,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables
4436,OFF-AR-10003217,Office Supplies,Art,Newell 316
4441,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files
4442,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters
4452,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
4463,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992
4473,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series
4477,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers
4479,OFF-PA-10004948,Office Supplies,Paper,Xerox 190
4483,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892
4503,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black
4516,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
4519,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl"
4526,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
4542,OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers
4550,OFF-LA-10003388,Office Supplies,Labels,Avery 5
4561,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone
4562,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown"
4576,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager
4579,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956
4581,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame
4586,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System
4588,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames
4593,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
4603,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937
4630,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11"
4633,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library
4639,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier
4642,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
4648,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917
4660,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive
4678,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB
4687,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone
4720,OFF-PA-10000483,Office Supplies,Paper,Xerox 19
4729,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive
4753,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse
4755,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper
4763,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
4770,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation
4781,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
4787,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120
4791,OFF-PA-10001166,Office Supplies,Paper,Xerox 1932
4800,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils
4813,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
4823,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator
4858,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
4871,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks
4892,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
4908,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black
4917,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs
4935,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
4952,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
4958,OFF-FA-10003485,Office Supplies,Fasteners,Staples
4996,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum
4999,OFF-PA-10002764,Office Supplies,Paper,Staples
5003,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
5006,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer
5013,OFF-ST-10000136,Office Supplies,Storage,Letter Size File
5014,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
5016,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4
5027,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
5086,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3
5112,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear"
5115,OFF-LA-10004178,Office Supplies,Labels,Avery 491
5122,OFF-PA-10003797,Office Supplies,Paper,Xerox 209
5191,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
5221,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator
5241,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors
5244,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
5268,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator
5294,OFF-LA-10000305,Office Supplies,Labels,Avery 495
5307,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount
5309,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"
5317,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories
5355,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets
5369,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906
5380,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator
5407,OFF-PA-10003022,Office Supplies,Paper,Standard Line While You Were Out Hardbound Telephone Message Book
5412,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0
5417,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips
5423,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963
5425,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH
5434,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
5438,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp
5441,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips
5444,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener
5456,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips
5459,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled"
5484,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
5513,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting
5542,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
5558,OFF-PA-10000048,Office Supplies,Paper,Xerox 20
5565,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
5573,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
5574,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5
5584,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black"
5585,TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KX-T7736
5599,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener
5602,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes
5613,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray"
5628,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs
5637,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black"
5649,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
5663,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener
5751,OFF-LA-10003498,Office Supplies,Labels,Avery 475
5780,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black"
5811,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets
5837,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable
5838,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub
5841,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone
5861,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914
5888,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902
5912,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors
5951,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers
5952,OFF-PA-10001826,Office Supplies,Paper,Xerox 207
6041,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS)
6069,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer
6091,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
6116,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3
6125,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947
6158,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive
6178,OFF-PA-10001801,Office Supplies,Paper,Xerox 193
6235,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount
6249,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup
6274,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad
6281,FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer
6299,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame
6363,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White"
6365,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone
6396,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
6409,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936
6426,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder
6428,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone
6522,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
6528,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File
6555,OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book
6574,TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer
6581,FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame"
6673,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp
6675,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers
6698,OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper"
6707,OFF-LA-10002368,Office Supplies,Labels,Avery 479
6764,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer
6774,OFF-PA-10000295,Office Supplies,Paper,Xerox 229
6783,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles
6798,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames
6813,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp
6844,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs
6903,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series
6931,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger
6936,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
6938,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard
6943,TEC-PH-10004094,Technology,Phones,Motorola L703CM
6951,TEC-MA-10002790,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System
6989,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum
7019,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976
7038,OFF-AR-10003896,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors"
7060,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""
7158,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983
7202,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
7237,TEC-MA-10000904,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner"
7251,OFF-LA-10002473,Office Supplies,Labels,Avery 484
7269,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base
7292,TEC-MA-10001856,Technology,Machines,Okidata C610n Printer
7421,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.
7484,OFF-AR-10004707,Office Supplies,Art,Staples
7600,TEC-MA-10004086,Technology,Machines,Plantronics Single Ear Headset
7641,TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer
7672,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
7688,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive
7722,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac
7755,OFF-PA-10002558,Office Supplies,Paper,Xerox 1938
7773,TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router
7864,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899
7914,TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer
7967,FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled"
8043,FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock"
8100,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer
8106,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"
8211,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
8221,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance
8264,OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector
8330,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs
